user_id,start_date,age_group,instrument,country,skill_level,churn,day_1_retention,day_7_retention,day_30_retention,premium_conversion,lessons_completed
AUG06485,2024-08-07,35-54,Ukulele,Ireland,Beginner,0,0,0,0,0,6
AUG06486,2024-08-07,35-54,Guitar,Australia,Intermediate,0,0,0,0,0,2
AUG06487,2024-08-07,35-54,Guitar,South Africa,Beginner,0,0,0,0,0,6
AUG06488,2024-08-07,18-34,Guitar,Germany,Intermediate,0,1,0,0,0,0
AUG06489,2024-08-07,18-34,Guitar,Australia,Beginner,0,1,0,0,0,4
AUG06490,2024-08-07,18-34,Voice,Palau,Intermediate,0,0,0,0,1,7
AUG06491,2024-08-07,18-34,Ukulele,United States,Beginner,0,0,0,0,0,2
AUG06492,2024-08-07,35-54,Guitar,Germany,Beginner,0,0,0,0,0,4
AUG06493,2024-08-07,18-34,Guitar,New Zealand,Beginner,0,0,0,0,0,7
AUG06494,2024-08-07,18-34,Piano,United Kingdom,Intermediate,0,0,0,0,0,8
AUG06495,2024-08-07,55+,Guitar,France,Beginner,0,0,0,0,0,6
AUG06496,2024-08-07,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,0
AUG06497,2024-08-07,35-54,Ukulele,France,Beginner,0,0,0,0,0,52
AUG06498,2024-08-07,35-54,Bass,United Kingdom,Intermediate,0,0,0,0,0,10
AUG06499,2024-08-07,18-34,Voice,Norway,Beginner,0,1,0,0,0,6
AUG06500,2024-08-07,35-54,Guitar,New Zealand,Beginner,1,0,0,0,0,5
AUG06501,2024-08-07,35-54,Piano,United States,Intermediate,0,0,0,0,0,4
AUG06502,2024-08-07,18-34,Piano,United Kingdom,Beginner,1,0,0,0,0,1
AUG06503,2024-08-07,18-34,Guitar,Finland,Beginner,0,0,0,0,0,4
AUG06504,2024-08-07,18-34,Guitar,Argentina,Beginner,0,0,0,0,0,4
AUG06505,2024-08-07,18-34,Guitar,Australia,Intermediate,1,0,0,0,0,15
AUG06506,2024-08-07,35-54,Guitar,Germany,Advanced,0,1,0,0,0,10
AUG06507,2024-08-07,35-54,Piano,Sweden,Intermediate,0,1,1,1,0,6
AUG06508,2024-08-07,18-34,Ukulele,Australia,Beginner,0,0,0,0,0,3
AUG06509,2024-08-07,18-34,Piano,Spain,Beginner,0,0,0,0,0,7
AUG06510,2024-08-07,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,4
AUG06511,2024-08-07,18-34,Voice,Netherlands,Beginner,0,0,0,0,0,5
AUG06512,2024-08-07,18-34,Guitar,Sweden,Advanced,0,1,1,0,0,8
AUG06513,2024-08-07,18-34,Piano,United States,Beginner,0,0,0,0,0,6
AUG06514,2024-08-07,35-54,Piano,Argentina,Advanced,0,0,0,0,0,11
AUG06515,2024-08-07,18-34,Voice,Eswatini,Intermediate,0,0,0,1,0,3
AUG06516,2024-08-07,18-34,Piano,Netherlands,Intermediate,1,0,0,0,0,9
AUG06517,2024-08-07,18-34,Piano,Germany,Beginner,1,0,0,0,0,6
AUG06518,2024-08-07,35-54,Voice,United States,Intermediate,0,0,0,0,0,7
AUG06519,2024-08-07,35-54,Guitar,United States,Intermediate,0,0,0,0,0,5
AUG06520,2024-08-07,18-34,Guitar,New Zealand,Beginner,0,0,0,0,0,3
AUG06521,2024-08-07,55+,Voice,United Kingdom,Beginner,0,0,0,0,0,6
AUG06522,2024-08-07,35-54,Piano,France,Beginner,0,0,0,0,0,6
AUG06523,2024-08-07,18-34,Ukulele,United States,Beginner,0,0,0,0,0,6
AUG06524,2024-08-07,18-34,Ukulele,France,Beginner,0,0,0,0,0,1
AUG06525,2024-08-07,55+,Guitar,United Kingdom,Advanced,0,0,0,0,0,6
AUG06526,2024-08-07,35-54,Guitar,France,Beginner,0,0,0,0,0,10
AUG06527,2024-08-07,35-54,Ukulele,United States,Beginner,1,0,0,0,0,6
AUG06528,2024-08-07,18-34,Piano,Eswatini,Beginner,0,0,0,1,0,0
AUG06529,2024-08-07,18-34,Guitar,Sweden,Beginner,0,0,0,0,0,6
AUG06530,2024-08-07,35-54,Piano,New Zealand,Advanced,0,1,1,0,0,14
AUG06531,2024-08-07,35-54,Guitar,United States,Advanced,0,1,0,0,0,10
AUG06532,2024-08-07,18-34,Guitar,Netherlands,Intermediate,0,0,0,0,0,6
AUG06533,2024-08-07,18-34,Guitar,South Africa,Beginner,0,0,0,0,0,5
AUG06534,2024-08-07,35-54,Guitar,Finland,Beginner,0,0,0,0,0,5
AUG06535,2024-08-07,35-54,Bass,United States,Beginner,0,0,0,0,0,5
AUG06536,2024-08-07,18-34,Guitar,Germany,Beginner,0,1,0,0,0,5
AUG06537,2024-08-07,18-34,Piano,United States,Beginner,0,1,0,0,0,6
AUG06538,2024-08-07,35-54,Voice,New Zealand,Advanced,0,0,0,0,0,3
AUG06539,2024-08-07,18-34,Piano,Netherlands,Advanced,0,1,0,0,0,12
AUG06540,2024-08-07,35-54,Guitar,United Kingdom,Intermediate,0,1,0,0,0,5
AUG06541,2024-08-07,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,6
AUG06542,2024-08-07,35-54,Guitar,Norway,Intermediate,0,1,0,0,0,4
AUG06543,2024-08-07,18-34,Bass,France,Intermediate,0,0,0,0,0,10
AUG06544,2024-08-07,35-54,Guitar,Finland,Intermediate,0,0,0,0,0,4
AUG06545,2024-08-07,18-34,Piano,Sweden,Intermediate,0,0,0,0,0,10
AUG06546,2024-08-07,35-54,Ukulele,Sweden,Beginner,0,0,0,0,0,7
AUG06547,2024-08-07,35-54,Ukulele,Norway,Beginner,0,0,0,0,0,7
AUG06548,2024-08-07,35-54,Voice,Canada,Beginner,0,0,0,0,0,6
AUG06549,2024-08-07,18-34,Voice,Sweden,Beginner,0,1,1,0,0,6
AUG06550,2024-08-07,35-54,Piano,Australia,Beginner,0,0,0,0,0,2
AUG06551,2024-08-07,18-34,Ukulele,Australia,Beginner,0,1,1,0,0,6
AUG06552,2024-08-07,18-34,Piano,United States,Beginner,1,1,0,0,0,5
AUG06553,2024-08-07,18-34,Guitar,United States,Advanced,0,0,0,0,0,14
AUG06554,2024-08-07,35-54,Guitar,Finland,Beginner,0,1,1,0,0,5
AUG06555,2024-08-07,18-34,Guitar,South Africa,Beginner,0,0,0,0,0,4
AUG06556,2024-08-07,35-54,Piano,United States,Beginner,1,0,0,0,0,5
AUG06557,2024-08-07,18-34,Guitar,Germany,Advanced,0,0,0,0,0,11
AUG06558,2024-08-07,18-34,Piano,New Zealand,Beginner,0,0,0,0,0,0
AUG06559,2024-08-07,35-54,Guitar,Germany,Beginner,0,1,0,0,0,4
AUG06560,2024-08-07,35-54,Guitar,Brazil,Beginner,0,0,0,0,0,8
AUG06561,2024-08-07,18-34,Voice,United Kingdom,Advanced,1,0,0,0,0,11
AUG06562,2024-08-07,18-34,Voice,United States,Intermediate,0,1,0,0,0,0
AUG06563,2024-08-07,18-34,Guitar,Finland,Beginner,1,0,0,0,0,1
AUG06564,2024-08-07,35-54,Voice,United States,Beginner,1,0,0,0,0,8
AUG06565,2024-08-07,18-34,Voice,Finland,Intermediate,0,0,0,0,0,3
AUG06566,2024-08-07,35-54,Guitar,New Zealand,Beginner,0,0,0,0,0,3
AUG06567,2024-08-07,18-34,Guitar,Germany,Intermediate,0,0,0,0,0,8
AUG06568,2024-08-07,35-54,Piano,United States,Beginner,0,0,0,0,0,2
AUG06569,2024-08-07,35-54,Guitar,Sweden,Intermediate,0,0,0,0,0,9
AUG06570,2024-08-07,55+,Guitar,United Kingdom,Beginner,1,0,0,0,0,0
AUG06571,2024-08-07,18-34,Guitar,Spain,Advanced,0,0,0,0,0,10
AUG06572,2024-08-07,35-54,Guitar,Netherlands,Beginner,1,0,0,0,0,1
AUG06573,2024-08-07,18-34,Guitar,Ireland,Advanced,0,0,0,0,0,12
AUG06574,2024-08-07,18-34,Guitar,Australia,Intermediate,0,0,0,0,0,5
AUG06575,2024-08-07,18-34,Piano,Norway,Beginner,0,0,0,0,0,3
AUG06576,2024-08-07,18-34,Ukulele,Netherlands,Beginner,0,0,0,0,0,6
AUG06577,2024-08-07,18-34,Guitar,Spain,Beginner,0,0,0,0,0,2
AUG06578,2024-08-07,18-34,Ukulele,Spain,Beginner,0,0,0,0,0,6
AUG06579,2024-08-07,18-34,Piano,Brazil,Beginner,0,0,0,0,0,4
AUG06580,2024-08-07,18-34,Ukulele,Argentina,Advanced,0,0,0,0,0,2
AUG06581,2024-08-07,35-54,Ukulele,Sweden,Beginner,1,0,0,0,0,2
AUG06582,2024-08-07,35-54,Ukulele,Australia,Beginner,1,1,0,0,0,6
AUG06583,2024-08-07,18-34,Guitar,Finland,Beginner,0,1,1,0,0,5
AUG06584,2024-08-07,35-54,Voice,United Kingdom,Beginner,1,1,1,0,0,7
AUG06585,2024-08-07,18-34,Piano,Finland,Beginner,0,0,0,0,0,5
AUG06586,2024-08-07,18-34,Guitar,Australia,Beginner,0,1,0,0,0,3
AUG06587,2024-08-07,18-34,Voice,Netherlands,Beginner,1,0,0,0,0,7
AUG06588,2024-08-07,55+,Guitar,United Kingdom,Beginner,0,1,0,0,0,2
AUG06589,2024-08-07,18-34,Ukulele,France,Advanced,0,0,0,0,0,4
AUG06590,2024-08-07,35-54,Guitar,Sweden,Advanced,0,1,0,0,0,6
AUG06591,2024-08-07,18-34,Guitar,Sweden,Intermediate,0,0,0,0,0,14
AUG06592,2024-08-07,35-54,Piano,Argentina,Intermediate,0,0,0,0,0,6
AUG06593,2024-08-07,35-54,Piano,Italy,Beginner,0,0,0,0,0,7
AUG06594,2024-08-07,35-54,Guitar,France,Beginner,1,0,0,0,0,6
AUG06595,2024-08-07,18-34,Guitar,Canada,Advanced,0,0,0,0,0,2
AUG06596,2024-08-07,18-34,Voice,Maldives,Advanced,0,0,0,1,0,5
AUG06597,2024-08-07,18-34,Piano,Netherlands,Intermediate,0,0,0,0,0,7
AUG06598,2024-08-07,18-34,Ukulele,Sweden,Beginner,0,0,0,0,0,8
AUG06599,2024-08-07,18-34,Ukulele,Germany,Beginner,0,0,0,0,0,4
AUG06600,2024-08-07,35-54,Ukulele,Germany,Advanced,0,0,0,0,0,0
AUG06601,2024-08-07,55+,Guitar,Finland,Beginner,0,0,0,0,0,5
AUG06602,2024-08-07,35-54,Ukulele,United States,Intermediate,0,1,0,0,0,1
AUG06603,2024-08-07,55+,Piano,New Zealand,Beginner,0,1,0,0,0,2
AUG06604,2024-08-07,18-34,Guitar,Netherlands,Intermediate,0,0,0,0,0,6
AUG06605,2024-08-07,35-54,Guitar,Canada,Beginner,0,0,0,0,0,6
AUG06606,2024-08-07,18-34,Guitar,United Kingdom,Advanced,1,0,0,0,0,11
AUG06607,2024-08-07,18-34,Voice,Argentina,Intermediate,1,0,0,0,0,9
AUG06608,2024-08-07,18-34,Piano,France,Beginner,0,0,0,0,0,6
AUG06609,2024-08-07,35-54,Guitar,United States,Beginner,0,0,0,0,0,1
AUG06610,2024-08-07,18-34,Guitar,United States,Beginner,0,0,0,0,0,6
AUG06611,2024-08-07,55+,Guitar,United States,Beginner,0,0,0,0,0,8
AUG06612,2024-08-07,35-54,Guitar,Australia,Beginner,0,0,0,0,0,4
AUG06613,2024-08-07,18-34,Guitar,Argentina,Beginner,0,1,0,0,0,6
AUG06614,2024-08-07,18-34,Guitar,Sweden,Intermediate,0,0,0,0,0,10
AUG06615,2024-08-07,18-34,Ukulele,United States,Beginner,0,1,0,0,0,3
AUG06616,2024-08-07,35-54,Guitar,Spain,Beginner,0,0,0,0,0,0
AUG06617,2024-08-07,18-34,Guitar,United States,Intermediate,1,1,1,0,0,11
AUG06618,2024-08-07,35-54,Guitar,Germany,Intermediate,0,0,0,0,0,7
AUG06619,2024-08-07,35-54,Guitar,Tuvalu,Intermediate,1,1,1,0,0,0
AUG06620,2024-08-07,35-54,Guitar,Canada,Beginner,0,0,0,0,0,3
AUG06621,2024-08-07,18-34,Ukulele,United States,Beginner,0,0,0,0,0,3
AUG06622,2024-08-07,35-54,Voice,United Kingdom,Beginner,0,0,0,0,0,3
AUG06623,2024-08-07,Under 18,Guitar,Ireland,Beginner,0,0,0,0,0,7
AUG06624,2024-08-07,18-34,Piano,Australia,Advanced,0,1,1,0,0,15
AUG06625,2024-08-07,35-54,Ukulele,Australia,Beginner,0,0,0,0,0,6
AUG06626,2024-08-07,18-34,Piano,Germany,Beginner,0,1,0,0,0,4
AUG06627,2024-08-07,18-34,Guitar,Finland,Beginner,0,0,0,0,0,0
AUG06628,2024-08-07,35-54,Guitar,Australia,Beginner,0,0,0,0,0,0
AUG06629,2024-08-07,35-54,Piano,Sweden,Advanced,0,0,0,0,0,4
AUG06630,2024-08-07,18-34,Guitar,Australia,Beginner,1,0,0,0,0,10
AUG06631,2024-08-07,35-54,Piano,Spain,Beginner,0,0,0,0,0,5
AUG06632,2024-08-07,18-34,Ukulele,Ireland,Intermediate,0,0,0,0,0,8
AUG06633,2024-08-07,35-54,Guitar,Netherlands,Beginner,0,1,0,0,0,7
AUG06634,2024-08-07,18-34,Guitar,Canada,Beginner,0,0,0,0,0,1
AUG06635,2024-08-07,35-54,Guitar,Canada,Intermediate,1,1,1,0,0,3
AUG06636,2024-08-07,35-54,Voice,Brazil,Advanced,0,1,1,1,0,18
AUG06637,2024-08-07,35-54,Guitar,Brazil,Beginner,1,1,0,0,0,7
AUG06638,2024-08-07,35-54,Guitar,Sweden,Intermediate,0,0,0,0,0,9
AUG06639,2024-08-07,18-34,Ukulele,Finland,Beginner,0,0,0,0,0,2
AUG06640,2024-08-07,35-54,Ukulele,Germany,Beginner,0,0,0,0,0,3
AUG06641,2024-08-07,35-54,Guitar,Canada,Advanced,1,0,0,0,0,10
AUG06642,2024-08-07,18-34,Piano,Canada,Beginner,1,0,0,0,0,5
AUG06643,2024-08-07,18-34,Guitar,United Kingdom,Beginner,0,1,0,0,0,6
AUG06644,2024-08-07,18-34,Guitar,Norway,Intermediate,0,0,0,0,0,10
AUG06645,2024-08-07,18-34,Piano,Finland,Beginner,0,0,0,0,0,7
AUG06646,2024-08-07,55+,Guitar,United Kingdom,Beginner,0,1,1,0,0,0
AUG06647,2024-08-07,35-54,Voice,United States,Beginner,0,0,0,0,0,3
AUG06648,2024-08-07,18-34,Voice,Italy,Intermediate,0,0,0,0,0,7
AUG06649,2024-08-07,35-54,Guitar,France,Beginner,1,1,1,0,0,8
AUG06650,2024-08-07,18-34,Ukulele,United States,Beginner,0,0,0,0,0,7
AUG06651,2024-08-07,35-54,Guitar,Spain,Intermediate,1,0,0,0,0,8
AUG06652,2024-08-07,35-54,Guitar,France,Intermediate,0,0,0,0,0,14
AUG06653,2024-08-07,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,4
AUG06654,2024-08-07,18-34,Voice,Sweden,Intermediate,0,0,0,0,0,11
AUG06655,2024-08-07,35-54,Guitar,United States,Beginner,0,1,1,0,0,8
AUG06656,2024-08-07,18-34,Voice,United Kingdom,Intermediate,0,1,1,1,0,7
AUG06657,2024-08-07,18-34,Ukulele,United Kingdom,Beginner,0,0,0,0,0,2
AUG06658,2024-08-07,18-34,Bass,Finland,Advanced,0,0,0,0,0,11
AUG06659,2024-08-07,18-34,Guitar,France,Beginner,0,0,0,0,0,1
AUG06660,2024-08-07,35-54,Piano,Sweden,Intermediate,0,0,0,0,0,3
AUG06661,2024-08-07,18-34,Guitar,Australia,Beginner,0,0,0,0,0,6
AUG06662,2024-08-07,18-34,Guitar,Sweden,Beginner,0,0,0,0,0,7
AUG06663,2024-08-07,35-54,Piano,Norway,Beginner,0,0,0,0,0,4
AUG06664,2024-08-07,18-34,Guitar,Netherlands,Beginner,0,1,0,0,0,1
AUG06665,2024-08-07,18-34,Ukulele,Canada,Beginner,0,0,0,0,0,5
AUG06666,2024-08-07,35-54,Ukulele,Ireland,Beginner,0,0,0,0,0,4
AUG06667,2024-08-07,18-34,Guitar,Canada,Beginner,0,0,0,0,0,3
AUG06668,2024-08-07,35-54,Guitar,Australia,Beginner,0,1,0,0,0,10
AUG06669,2024-08-07,18-34,Piano,United Kingdom,Beginner,0,0,0,0,0,3
AUG06670,2024-08-07,18-34,Ukulele,United Kingdom,Advanced,1,0,0,0,0,8
AUG06671,2024-08-07,18-34,Guitar,New Zealand,Beginner,1,0,0,0,0,3
AUG06672,2024-08-07,18-34,Guitar,Canada,Intermediate,0,0,0,0,0,6
AUG06673,2024-08-07,18-34,Ukulele,Canada,Advanced,1,0,0,0,0,9
AUG06674,2024-08-07,18-34,Ukulele,Germany,Advanced,0,0,0,0,0,8
AUG06675,2024-08-07,18-34,Voice,Finland,Beginner,0,0,0,0,0,7
AUG06676,2024-08-07,18-34,Bass,Suriname,Beginner,0,0,0,0,0,5
AUG06677,2024-08-07,35-54,Guitar,Canada,Intermediate,0,0,0,0,0,6
AUG06678,2024-08-07,18-34,Guitar,Sweden,Intermediate,0,0,0,0,0,8
AUG06679,2024-08-07,35-54,Guitar,Canada,Intermediate,0,0,0,0,0,3
AUG06680,2024-08-07,35-54,Piano,United States,Beginner,0,0,0,0,0,5
AUG06681,2024-08-07,55+,Voice,Spain,Beginner,0,0,0,0,0,0
AUG06682,2024-08-07,18-34,Voice,Finland,Beginner,1,0,0,0,0,3
AUG06683,2024-08-07,18-34,Guitar,South Africa,Beginner,0,0,0,0,0,5
AUG06684,2024-08-07,35-54,Guitar,United Kingdom,Advanced,0,0,0,0,0,36
AUG06685,2024-08-07,35-54,Bass,Australia,Advanced,0,0,0,0,0,10
AUG06686,2024-08-07,18-34,Guitar,United States,Beginner,0,0,0,0,0,7
AUG06687,2024-08-07,18-34,Guitar,Monaco,Advanced,0,0,0,0,0,62
AUG06688,2024-08-07,35-54,Piano,Spain,Beginner,0,0,0,0,0,6
AUG06689,2024-08-07,35-54,Guitar,Germany,Beginner,1,0,0,0,0,6
AUG06690,2024-08-07,18-34,Piano,South Africa,Advanced,0,0,0,0,0,5
AUG06691,2024-08-07,18-34,Guitar,Australia,Beginner,0,0,0,0,0,3
AUG06692,2024-08-07,18-34,Guitar,United States,Beginner,0,0,0,0,0,6
AUG06693,2024-08-07,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,7
AUG06694,2024-08-07,35-54,Guitar,France,Beginner,0,0,0,0,0,3
AUG06695,2024-08-07,18-34,Piano,Netherlands,Beginner,0,0,0,0,0,3
AUG06696,2024-08-07,18-34,Bass,South Africa,Advanced,0,0,0,0,0,9
AUG06697,2024-08-07,35-54,Guitar,New Zealand,Beginner,0,0,0,0,0,3
AUG06698,2024-08-07,35-54,Guitar,United Kingdom,Beginner,0,1,1,0,0,2
AUG06699,2024-08-07,35-54,Guitar,United States,Beginner,0,0,0,0,0,4
AUG06700,2024-08-07,18-34,Ukulele,Germany,Beginner,0,1,1,0,0,5
AUG06701,2024-08-07,18-34,Ukulele,New Zealand,Intermediate,0,0,0,0,0,4
AUG06702,2024-08-07,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,4
AUG06703,2024-08-07,35-54,Voice,Spain,Beginner,0,0,0,0,0,4
AUG06704,2024-08-07,35-54,Guitar,United States,Intermediate,0,0,0,0,0,3
AUG06705,2024-08-07,35-54,Guitar,United Kingdom,Advanced,0,1,0,0,0,11
AUG06706,2024-08-07,55+,Guitar,Germany,Beginner,0,1,0,0,0,6
AUG06707,2024-08-07,18-34,Guitar,Netherlands,Beginner,1,0,0,0,0,3
AUG06708,2024-08-07,18-34,Ukulele,Italy,Advanced,0,0,0,0,0,7
AUG06709,2024-08-07,18-34,Guitar,Argentina,Intermediate,0,0,0,0,0,6
AUG06710,2024-08-07,35-54,Guitar,United Kingdom,Intermediate,0,1,0,0,0,5
AUG06711,2024-08-07,18-34,Ukulele,Germany,Advanced,1,1,0,0,0,9
AUG06712,2024-08-07,35-54,Piano,France,Beginner,0,0,0,0,0,4
AUG06713,2024-08-07,18-34,Ukulele,Argentina,Beginner,1,0,0,0,0,2
AUG06714,2024-08-07,18-34,Piano,Spain,Beginner,1,0,0,0,0,3
AUG06715,2024-08-07,18-34,Guitar,United Kingdom,Beginner,0,1,1,0,0,6
AUG06716,2024-08-07,18-34,Ukulele,Norway,Beginner,0,0,0,0,0,5
AUG06717,2024-08-07,18-34,Voice,United States,Advanced,1,0,0,0,0,13
AUG06718,2024-08-07,18-34,Guitar,Spain,Intermediate,0,0,0,0,0,1
AUG06719,2024-08-07,35-54,Guitar,Australia,Beginner,0,1,0,0,0,2
AUG06720,2024-08-07,18-34,Piano,New Zealand,Intermediate,0,0,0,0,0,10
AUG06721,2024-08-07,35-54,Guitar,United States,Beginner,1,1,0,0,0,6
AUG06722,2024-08-07,35-54,Bass,United Kingdom,Intermediate,0,1,0,0,0,13
AUG06723,2024-08-07,18-34,Guitar,Finland,Advanced,1,1,1,0,0,12
AUG06724,2024-08-07,18-34,Guitar,Finland,Beginner,0,0,0,0,0,10
AUG06725,2024-08-07,35-54,Ukulele,Sweden,Intermediate,0,0,0,0,0,3
AUG06726,2024-08-07,35-54,Guitar,Argentina,Advanced,0,0,0,0,0,11
AUG06727,2024-08-07,35-54,Piano,Sweden,Beginner,1,0,0,0,0,3
AUG06728,2024-08-07,18-34,Guitar,Norway,Beginner,0,0,0,0,0,5
AUG06729,2024-08-07,35-54,Guitar,United Kingdom,Intermediate,0,1,1,0,0,8
AUG06730,2024-08-07,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,0
AUG06731,2024-08-07,35-54,Guitar,Canada,Intermediate,0,0,0,0,0,7
AUG06732,2024-08-07,18-34,Piano,Canada,Advanced,0,0,0,0,0,13
AUG06733,2024-08-07,18-34,Piano,Spain,Beginner,0,1,1,1,0,1
AUG06734,2024-08-07,18-34,Guitar,Norway,Beginner,0,0,0,0,0,3
AUG06735,2024-08-07,35-54,Bass,France,Beginner,0,0,0,0,0,1
AUG06736,2024-08-07,18-34,Bass,United Kingdom,Beginner,0,0,0,0,0,4
AUG06737,2024-08-07,18-34,Voice,Finland,Advanced,0,0,0,0,0,9
AUG06738,2024-08-07,18-34,Guitar,New Zealand,Intermediate,0,0,0,0,0,2
AUG06739,2024-08-07,18-34,Piano,Germany,Beginner,0,0,0,0,0,5
AUG06740,2024-08-07,35-54,Bass,Spain,Beginner,0,0,0,0,0,8
AUG06741,2024-08-07,35-54,Bass,Spain,Intermediate,0,0,0,0,0,4
AUG06742,2024-08-07,35-54,Guitar,Argentina,Beginner,0,0,0,0,0,7
AUG06743,2024-08-07,35-54,Guitar,Finland,Advanced,0,0,0,0,0,8
AUG06744,2024-08-07,18-34,Voice,Mexico,Beginner,0,0,0,0,0,4
AUG06745,2024-08-07,35-54,Piano,United States,Intermediate,0,0,0,0,0,6
AUG06746,2024-08-07,35-54,Guitar,Norway,Intermediate,0,0,0,0,0,3
AUG06747,2024-08-07,35-54,Guitar,United States,Beginner,0,1,1,0,0,2
AUG06748,2024-08-07,18-34,Ukulele,New Zealand,Beginner,0,0,0,0,0,3
AUG06749,2024-08-07,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,6
AUG06750,2024-08-07,35-54,Guitar,Italy,Advanced,0,0,0,0,0,12
AUG06751,2024-08-07,35-54,Guitar,New Zealand,Intermediate,0,1,1,0,0,6
AUG06752,2024-08-07,55+,Ukulele,Italy,Intermediate,0,0,0,0,0,0
AUG06753,2024-08-07,35-54,Ukulele,Brazil,Beginner,0,0,0,0,0,3
AUG06754,2024-08-07,18-34,Ukulele,Spain,Intermediate,0,0,0,0,0,3
AUG06755,2024-08-07,35-54,Guitar,Australia,Beginner,0,1,1,1,0,7
AUG06756,2024-08-07,55+,Guitar,New Zealand,Beginner,1,1,0,0,0,8
AUG06757,2024-08-07,18-34,Piano,Germany,Intermediate,0,0,0,0,0,4
AUG06758,2024-08-07,35-54,Guitar,Germany,Beginner,0,0,0,0,0,3
AUG06759,2024-08-07,18-34,Piano,Finland,Beginner,0,1,0,0,0,5
AUG06760,2024-08-07,18-34,Guitar,Finland,Advanced,0,0,0,0,0,9
AUG06761,2024-08-07,18-34,Guitar,United Kingdom,Intermediate,0,0,0,0,0,7
AUG06762,2024-08-07,18-34,Piano,Finland,Beginner,0,0,0,0,0,2
AUG06763,2024-08-07,18-34,Guitar,Canada,Beginner,0,0,0,0,0,3
AUG06764,2024-08-07,35-54,Guitar,Ireland,Advanced,1,0,0,0,0,11
AUG06765,2024-08-07,18-34,Guitar,France,Intermediate,0,0,0,0,0,7
AUG06766,2024-08-07,18-34,Guitar,Australia,Beginner,0,0,0,0,0,6
AUG06767,2024-08-07,18-34,Guitar,Finland,Advanced,0,0,0,0,0,4
AUG06768,2024-08-07,35-54,Guitar,Canada,Beginner,0,0,0,0,0,7
AUG06769,2024-08-07,35-54,Guitar,Spain,Beginner,0,0,0,0,0,6
AUG06770,2024-08-07,18-34,Guitar,United States,Beginner,0,0,0,0,0,2
AUG06771,2024-08-07,55+,Piano,Norway,Beginner,1,0,0,0,0,9
AUG06772,2024-08-07,35-54,Ukulele,Paraguay,Intermediate,0,0,0,0,0,6
AUG06773,2024-08-07,35-54,Guitar,Spain,Beginner,1,0,0,0,0,7
AUG06774,2024-08-07,18-34,Piano,Finland,Beginner,0,1,0,0,0,6
AUG06775,2024-08-07,35-54,Guitar,Norway,Beginner,0,1,1,1,0,6
AUG06776,2024-08-07,35-54,Ukulele,South Africa,Intermediate,0,0,0,0,0,6
AUG06777,2024-08-07,35-54,Voice,Liechtenstein,Beginner,0,0,0,1,0,36
AUG06778,2024-08-07,18-34,Guitar,Norway,Beginner,0,1,0,0,0,7
AUG06779,2024-08-07,18-34,Guitar,France,Beginner,0,0,0,0,0,5
AUG06780,2024-08-07,18-34,Guitar,South Africa,Intermediate,0,0,0,0,0,8
AUG06781,2024-08-07,35-54,Guitar,Brazil,Intermediate,1,0,0,0,0,1
AUG06782,2024-08-07,18-34,Guitar,Finland,Beginner,0,0,0,0,0,5
AUG06783,2024-08-07,18-34,Guitar,United States,Beginner,0,0,0,0,0,7
AUG06784,2024-08-07,18-34,Piano,United States,Intermediate,0,0,0,0,0,5
AUG06785,2024-08-07,35-54,Ukulele,United Kingdom,Beginner,0,1,0,0,0,4
AUG06786,2024-08-07,35-54,Piano,New Zealand,Advanced,0,0,0,0,0,4
AUG06787,2024-08-07,35-54,Guitar,Germany,Intermediate,0,0,0,0,1,3
AUG06788,2024-08-07,35-54,Guitar,United States,Advanced,1,0,0,0,0,14
AUG06789,2024-08-07,35-54,Guitar,Norway,Beginner,0,0,0,0,0,7
AUG06790,2024-08-07,18-34,Piano,United Kingdom,Advanced,1,1,1,0,0,12
AUG06791,2024-08-07,35-54,Piano,Italy,Intermediate,0,0,0,0,0,2
AUG06792,2024-08-07,18-34,Guitar,Australia,Beginner,0,0,0,0,0,8
AUG06793,2024-08-07,18-34,Guitar,South Africa,Beginner,1,0,0,0,0,6
AUG06794,2024-08-07,35-54,Ukulele,Spain,Beginner,0,0,0,0,0,4
AUG06795,2024-08-07,18-34,Piano,United Kingdom,Intermediate,0,0,0,0,0,9
AUG06796,2024-08-07,35-54,Guitar,Norway,Intermediate,1,0,0,0,0,7
AUG06797,2024-08-07,35-54,Guitar,South Africa,Beginner,0,0,0,0,0,7
AUG06798,2024-08-07,18-34,Voice,Germany,Intermediate,0,0,0,0,0,4
AUG06799,2024-08-07,35-54,Piano,Brazil,Beginner,0,1,0,0,0,3
AUG06800,2024-08-07,35-54,Guitar,Spain,Beginner,0,0,0,0,0,8
AUG06801,2024-08-07,18-34,Ukulele,United States,Beginner,0,0,0,0,0,8
AUG06802,2024-08-07,35-54,Guitar,Argentina,Beginner,0,0,0,0,0,3
AUG06803,2024-08-07,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,5
